id,name,ml_target
16390,krishaamer,0
8200,thescientist13,0
32785,hugochan,1
8219,matthewharwood,0
16412,johnnychq,0
32797,PeterChen1997,0
8225,andersevenrud,0
16420,ionvision,0
24616,adamchainz,0
40,bombworm,0
24621,mrbrianhobo,0
16431,Jocs,0
16436,samuelsimoes,0
55,crispe1586,0
24633,benjioh5,0
16443,bekliev,0
16453,roquef,0
8265,nlpenguin,1
73,kentcdodds,0
16457,seominjoon,1
24649,RyanZHe,0
32848,ksclarke,0
8275,hetz,0
8276,3riccc,0
8279,denkensk,1
24669,1Chic,1
94,starkwang,0
16478,Pingmin,0
24672,FuZer,1
16482,tabvn,1
8292,kolier,0
32877,helaili,0
8312,BruceWeng,0
24697,charleslcsantos,0
8318,shashankmehta,0
16514,gleissonmattos,0
131,razbakov,0
16516,Diogo-Ferreira,0
24712,pqt,0
16524,alexfalcucci,0
24717,mwmw7,0
24718,radovankavicky,0
144,smamran,0
24730,jurassix,0
32924,IanLunn,0
32929,briceth,0
24737,theadambyrne,0
8357,anishathalye,1
24741,emanuelsaringan,0
8360,killme2008,0
8363,sewardlee337,1
173,anilkunwar,1
175,davegomez,0
16562,OnyekaIjeh,0
8371,brunocramos,0
183,chenlongqiang,0
193,findingsea,0
32961,TongDaDa,0
24771,shishirui,0
197,osmangoninahid,0
24775,samstewart,1
201,dikyarga,0
203,mikaelkaron,0
16589,johnfredcee,0
16591,saigerutherford,1
24790,cnchanning,0
32983,XhinLiang,0
215,AghilesAzzoug,1
219,ahmedalaahagag,0
24805,scorphus,0
33003,JosephmBassey,0
33010,elmariachi111,0
16631,sebastianruder,1
33024,princealikhan,0
33029,igrigorik,0
24837,formattedzzz,0
24839,jmanuelrosa,0
264,luismendozamx,0
24841,alihalabyah,0
8466,jingsam,0
8467,simonrenoult,0
8478,gijzelaerr,1
33054,sapegin,0
16672,danielrubango,0
33061,fuentesjr,0
16680,HFO4,0
24877,prantoran,0
33070,septs,0
33069,caiogondim,0
8495,ameerthehacker,0
33073,hxmeie,1
24882,easonlin404,0
16698,octavioturra,0
16703,genediazjr,0
24896,YixuanLi,1
321,javiercejudo,0
16709,muhamuttaqien,0
33096,jokester,0
8522,asyrique,0
16716,doyoe,0
33101,iassael,1
16718,sanketsaurav,0
332,TrueMoein,0
33105,renatomefi,0
337,JuIioCesar,1
33107,fasouto,0
8541,greengerong,0
8542,AustineGwa,0
8546,caijw,0
33128,rwieruch,0
16754,devypt,0
33138,sigmavirus24,0
24951,shiyuent,1
377,lyzzard,0
8573,cheen,0
8576,pakastin,0
8581,certik,0
8582,lu1s,0
33158,goddoe,1
33157,langerma,1
24969,eahefnawy,0
16782,axquired24,0
16788,Yukaii,0
24981,omidnikrah,0
33174,mrbarbasa,0
16801,othreecodes,0
33188,0xKD,0
8613,soareschen,0
16809,shubhamoy,0
25005,rachelbaker,0
33198,leighayanid,0
8623,thelastinuit,0
8622,ilgooz,0
33206,matheuss,0
16824,bahlo,0
16826,nowgoant,0
8635,afc163,0
25022,Jecyu,0
8639,ekko100120,0
457,olarclara,0
33228,hprobotic,0
33233,aravindputrevu,1
8661,eos21,0
16854,duivvv,0
33238,mikekavouras,0
16858,lorenanicole,1
8667,lfamorim,0
8668,deepakkarki,0
478,Tuccuay,1
25061,michaeldarius,0
16870,tcelestino,0
8682,gatarelib,0
25066,ericnormand,0
494,chokcoco,0
16880,Firesphere,0
33273,svmiller,1
506,shashankg7,1
509,aemidesign,0
16893,akbarhossainr,0
33291,LantaoYu,1
25102,jnunemaker,1
33298,safareli,0
25113,inureyes,1
8729,CHEF-KOCH,0
541,naokazuterada,0
16933,YanceyZhangDL,1
25125,talbotseb,0
33334,Taishi-Y,0
567,avogel3,0
8760,fangge,0
16950,igas,0
8764,cjcliffe,0
8766,devndone,0
8774,Stichoza,0
25163,nosir,0
16972,LFSCamargo,0
589,Odaeus,0
8785,salman-bhai,1
597,nicolascbarbosa,0
16982,rodrigo-dev,0
33366,DmitryBaranovskiy,0
16985,claus,0
602,omerg,0
25179,AbhiAgarwal,0
16987,dooooooooinggggg,0
610,kernelp4nic,0
8810,crcastle,0
8814,ColinFay,0
17010,eda-ricercatore,1
33397,phpmaple,0
639,tiangolo,0
33410,mrmrs,0
642,jd-alexander,0
648,shime,0
25227,ecarreras,0
17037,nitinkgp23,0
33422,anirudhmurali,0
25242,Xiphin,0
25249,mxcl,0
25254,joydo,0
25256,danjesus,0
33450,akemimadoka,0
8878,mbrn,0
25263,barneycarroll,0
33458,mingrongchen,1
25268,bingohuang,0
694,codertimo,1
25270,asmeurer,1
17086,kirang89,0
33471,juandc,0
25283,gongzhang,0
17099,rhiever,1
8915,radarsu,0
727,layerssss,0
728,askari01,0
25308,apg,0
25311,Double1996,0
737,android-sos,0
17123,qijiezhao,1
17128,IndrajeetPatil,1
17130,alexlevy0,0
25322,gabelula,0
746,lunaticmonk,0
25323,S2606,0
33518,mcauto,0
754,kenelite,1
17151,mehrad77,0
17152,DominusKelvin,0
33539,Cosaquee,0
773,KagamiChan,0
8968,lakshaydulani,1
8979,MaxHalford,1
17172,jjgrainger,0
791,timkaye11,1
25370,erayaydin,0
33566,kagurazakayashi,0
25375,lightsound,0
811,neoashraf,0
9007,motiko,0
9008,rwaldron,0
817,Yassir4,0
17205,JijoBose,0
9015,jeffreywugz,0
33591,mactive,0
25401,drugoi,0
827,earome,0
33601,stephenhky,1
836,bsvercl,0
25413,bendtherules,0
17224,adebesin,1
33612,khanzadimahdi,0
25421,OnurSevket,0
17228,131,0
33615,testerting,1
848,popomore,0
17237,simnalamburt,0
9051,getify,0
25436,raphealolams,0
33639,mithenji,0
33640,laobie,0
25451,octalmage,0
33643,mjackson,0
9083,ssokhey,1
9084,guzhongren,0
899,Ian-Morris,0
9092,liyaodong,0
25477,mcanthony,0
902,ifndefdeadmau5,0
33671,shayan-taheri,0
33678,indradhanush,0
33688,mirandae,0
25502,tallpants,0
926,IncognitoJam,0
17312,cdeutsch,0
9121,HavenShen,0
9122,jmargeta,0
9125,Half-Shot,0
9128,kiasaki,0
937,harryprince,0
17320,adelavega,1
940,pat-s,0
33709,alanmarazzi,1
944,kornhammer,0
17330,hepingtao,1
9144,statico,0
25535,abmohan,0
17347,dielduarte,0
17352,derekeder,0
17355,iSame7,1
973,gonsie,0
974,bevacqua,0
25560,Hollywood,0
17370,rootsher,0
33754,js-newbee,0
9181,Shinelw,0
25576,JakeLin,0
1002,mattmezza,0
17389,JDevlieghere,0
1006,m2sh,0
17395,hanxiao,1
33786,thunkli,0
25594,nb2998,1
25596,maljes,0
33791,kekegdsz,0
33799,rsms,0
1032,manrajgrover,0
17417,ninabreznik,0
33804,bluemix,0
33812,XVincentX,0
17429,connor,0
33815,jgillman,0
9239,409915016,0
9244,lebrande,0
33821,peterbeck,0
25630,orta,0
1057,dennycd,0
17442,sohelamin,0
25642,pedrolucasp,0
33837,kapit4n,0
1075,rdohms,0
17465,fatosmorina,1
1084,lmk123,0
1089,iam-peekay,1
25670,NGPixel,0
9287,daddyrusher,0
1095,ahmadawais,0
9288,jmiramant,0
33867,pra85,0
25677,rogeriopradoj,0
25678,aayushmnit,1
25680,polarity,0
33876,jieaozhu,0
17494,rahman95,0
17501,MattivdWeem,0
25700,dalsn,0
1126,PotHix,0
25702,aashutoshrathi,0
25706,endel,0
17515,JeffreyBool,0
25715,AustinMCrane,0
9340,import-yuefeng,0
25727,ms10398,0
1151,babolivier,0
17537,czs0x55aa,1
25731,leotm,0
9351,achillesrasquinha,0
9352,kastnerkyle,1
1164,barretlee,0
33937,malcolmyu,0
17562,doganozturk,0
17573,siansiansu,0
33962,grabear,0
25771,micheleriva,0
17580,ri7nz,0
9395,ChenYilong,0
25783,skydoves,0
17596,jaysoo,0
1213,hahnzhu,0
33988,luin,0
9415,samwuu,0
9417,seyfer,0
9418,KevinRamsunder,0
25805,BretFisher,0
1234,NikFranki,0
25812,danieldsf,0
17621,jonalvarezz,0
9433,igniteeng000,0
34011,TheRojam,0
17632,maniart,0
17633,BlackGanglion,0
25832,thisray,1
25833,anneincoding,0
17644,stanzhai,0
25839,taki0112,1
1264,LeasyZhang,0
1266,rhasan33,0
25843,Arcterus,0
17652,jiesutd,1
25846,federicobond,0
9465,oyghan,0
9466,magarcia,0
25854,YTLogos,1
1280,strin,0
17669,realtux,0
17675,dshaw,0
25872,eventhough,0
25876,betterclever,1
1300,Manoz,0
34069,amvise,0
25880,sarkartanzil,0
25882,icaromh,0
9501,dansteren,0
9503,andyprasetya,0
25887,jingxujuan,0
25896,DevJoseWeb,0
34088,paulsonnentag,0
34089,taq,0
17707,beyoung,0
17714,andrest,0
25907,ahmadnassri,0
1333,hjr3,0
9526,marcoonroad,0
34103,jarrodhammond,0
9532,joao-alberto,0
17726,inferjay,0
1346,CanftIn,0
9544,joelthchao,1
1354,AaronSum,0
34124,robertmitchellv,1
34126,elliotxx,0
9553,avelino,0
9572,SnailPJW,0
9574,sangwoomo,1
17775,mintisan,0
9588,jiahui-z,0
34165,homodigitus,1
17782,jpadilla,0
17790,JSpiner,1
17792,hunkim,1
25985,jeantimex,0
9602,florapdx,0
1413,jesserobertson,1
25994,ravinderk,0
26003,teachat8,0
26007,ahdinosaur,0
34200,harycane,1
26012,andela-tolotin,0
34205,robinator,0
9630,Shijir,0
9633,Ocramius,0
17825,henvic,0
9635,DovAmir,0
1445,paladin74,0
9637,awkwardusername,0
17832,spirosoik,0
26026,arduanov,0
26031,TheEngineerz,0
1460,erizocosmico,0
34229,nuhkoca,1
9655,qifanaliceyang,1
1464,ryanseys,0
9657,ispdnn,1
17850,jogendra,1
34235,tehkaiyu,0
34233,DawningW,0
1474,caioproiete,0
17859,binchik,0
9666,HenryLansang,0
26058,fevziomurtekin,1
1483,aligoren,0
9676,erwinwahyura,0
9677,song940,0
9678,patrickod,0
26065,rafamaxber,0
17876,aritraroy,0
9688,gillesdemey,0
1496,HolaFei,0
17885,msaroufim,0
17886,Enigma10,0
26078,felicianotech,0
34274,newtriks,0
26082,graysheeep,0
26089,Kenny254,0
26092,jserz,0
26099,naushadS,1
26100,hangxingliu,0
1525,crynobone,0
1526,babyfaceEasy,0
34298,jnicklas,0
26110,aymericdamien,1
9727,hyper0x,0
26116,muukii,0
34309,cristianokiu,1
1543,gabrielrcouto,0
26124,bruce,0
34317,nadimtuhin,0
26125,sjy,0
17936,datomnurdin,0
34322,iBelieve,0
26130,heidsoft,0
34326,kizu,0
9750,kanenas,0
1561,chenfengyanyu,0
9755,miqianmimi,1
9761,chenshenhai,0
26147,misterinterrupt,0
9766,allenwong,0
17961,taizilongxu,0
26153,jasondavis,0
9769,matheustguimaraes,1
26156,JacopKane,0
1582,Strajk,0
17970,e3oroush,1
9780,matiasinsaurralde,0
26165,Lh4cKg,0
34359,muhrusdi,0
9792,SadiqUltra,0
1607,jlooper,0
1608,davi-alves,0
34378,Timehsw,0
9803,BasilArackal,0
18000,FirmanMFK,0
18002,MythicalFish,0
9820,m8urnett,0
9827,teepluss,0
18022,RFV5s,0
1640,robertpenner,0
9834,leereilly,0
9835,thoas,0
34411,bmichelsen,0
18029,graykode,1
1659,syhily,0
18046,sayful1,0
9860,HiGregory,1
34447,SimulatedGREG,0
18065,drmingdrmer,0
1681,marti1125,0
18070,skerit,0
9882,themucha,0
1691,patrykkarny,0
18084,raisiqueira,0
34480,amitpuri,0
34485,stared,0
1717,jsonliu,0
34492,bernardodiasc,0
26303,seandavi,0
34495,fayimora,0
9919,Damao,0
9922,teemak,0
18120,duyvuleo,1
34506,pablosirera,0
9933,mzdr,0
1742,housni,0
9936,hrbrmstr,0
26330,harshit23897,1
18143,mariocespindola,1
1762,1c7,0
34531,jansedivy,0
9955,TimothyGu,0
34533,thebigredgeek,0
26343,diego3g,0
18151,rfyiamcool,0
9961,hq5544,0
1769,amangalvedhekar,0
34536,DIYgod,0
26353,bunyaminakin,0
18163,nelsonic,0
26356,astorfi,1
18165,ArjunAranetaCodes,0
1785,nixpulvis,0
18170,kk2491,1
34559,enzoftware,0
1792,DACUS1995,0
9984,onyxfish,0
9987,TatsuyaShirakawa,1
34570,christianramsey,0
10001,ronenhamias,0
10002,scriptnull,0
18195,kantharia,0
1810,aliyevorkhan,0
18194,sibinx7,0
18200,abraham,0
26396,advancedor96,0
34594,PetrochukM,1
26409,arastu,0
34603,dgrtwo,1
34606,ericlbarnes,0
26426,kokororin,0
10043,krishna2nd,0
1853,paolorotolo,0
10052,ialhamad,0
1876,CommanderXL,0
34646,liangfhNoDev,0
26457,DavidWells,0
34649,roadhouse,0
26461,robinrendle,0
10080,indrajithbandara,0
10081,hiroppy,0
34658,nova0821,1
10082,tanklin,0
18277,Lucashuang0802,1
1895,KRISACHAN,0
34665,davidk01,0
26473,koriavinash1,1
10093,chuckreynolds,0
10094,opyate,0
10103,firefly1126,0
34682,MarkTang,0
18298,hamelsmu,1
1917,SeungYongSon,1
10109,kefzce,0
34690,kevinelong,0
1923,rdegges,0
1924,jifengdehao,0
34693,krschultz,0
34699,Xetera,0
18318,szm1002,0
26512,hyunwoogu,1
34706,mlwmlw,0
26516,parelhutahaean,0
10133,lsvih,0
34710,sudeepraja,1
34713,superzadeh,0
1949,i0natan,0
10147,aminukano585,0
10154,Wyntau,0
26540,iflashlord,0
26543,joeydash,1
34740,goodnesskay,0
10166,Kento75,0
34747,Aufree,0
10179,elyor0529,0
34756,Prodesire,0
1988,sriranganathan,0
34765,132yse,0
34769,Dhanya-Abhirami,1
2004,Kcrong,1
34774,geekplux,0
26585,amilajack,0
34781,Gethomely,0
26595,facundofarias,0
2022,aadilhasan,0
18406,FezVrasta,0
2024,IlyaKisil,1
18409,ianobermiller,0
26604,diogomoretti,0
18415,Trojaner,0
34801,RealHacker,0
2035,syrusakbary,0
10233,matux,1
2056,jerrwy,0
2059,mritd,0
10252,ANTON072,0
26639,adamstac,0
26640,meinvolk,0
2065,Flavour86,0
18452,RHDZMOTA,1
26649,WillemJan,1
18458,2sang,1
34844,aghorler,0
2078,mbostock,0
10271,VitorLuizC,0
18466,catalinmiron,0
2083,nishathussain,1
34854,alexhanna,1
26665,MeetNandpal,1
26666,appleboy,0
18485,FernanOrtega,1
10293,danmalarkey,0
26679,svenanders,0
18488,shenc3,0
18489,mistercrunch,0
26689,krthr,0
34891,rspeicher,0
34892,ChristophLabacher,0
18511,dnf666,1
26704,cloud2010,0
2129,crosbymichael,0
10329,blixt,0
10332,eiriklv,0
2141,gormelof,0
18527,miamarti,0
26726,chnbohwr,0
18535,Hazealign,0
26727,ArnaudRinquin,0
26729,Jinksi,0
10346,allyson316,0
10347,juzhiyuan,0
10349,cameronfabbri,1
26734,charliegerard,0
26742,aditbiswas1,1
26749,motdotla,0
34944,l3dlp,0
18562,podviaznikov,0
26755,buppt,0
18564,flyingluscas,0
2179,Aidosmf,0
2189,crablab,0
26765,lightningMan,0
26771,bwghughes,0
18587,skyview059,0
2205,rohmad-st,0
26784,khotyn,0
10401,ZiyueHuang,1
18595,hmemcpy,0
34979,dekatotoro,0
10403,terkelg,0
26798,nbalcom,0
10415,stoeffel,0
26801,AdhanIsCuber,0
10417,fernanDOTdo,0
18611,cristianoliveira,0
2231,fernahh,0
18617,dwillmc,0
26810,ravpacheco,0
26815,omarreiss,0
35008,mdo,0
26817,matheuspiment,0
18624,Tarrasch,1
26827,lietoumai,0
10444,tatsuyah,0
18638,bailicangdu,0
35027,NicolasLeRoux,0
10456,davglass,0
35033,barraponto,0
26842,thefrontendwizard,0
18651,daviferreira,0
10459,qiujuer,0
10463,stoplion,0
18657,redox,0
10466,ConsoleTVs,0
2273,erikbern,1
10470,lukencode,0
18663,lfarah,1
2281,nikitavoloboev,0
2282,faceyspacey,0
10479,kaidesu,0
2287,akshatamohanty,0
18672,eabait,0
35061,meetshah1995,0
10487,koistya,0
2299,TiagoNunesDeveloper,0
35086,brenohq,0
10510,r9y9,0
2319,derickbailey,0
26899,HotBitmapGG,0
2333,aedorado,1
26911,edolopez,0
10528,stone-jin,0
2337,jeremyckahn,0
35106,justachetan,1
2338,cncqw,0
26918,chapmanb,1
2343,phishy,0
35113,pmarkoo,1
35116,karad,0
26929,CyberStrike,0
10546,Hermanya,0
18745,gujiuxiang,1
26943,alesanchezr,0
26946,joshwcomeau,0
35141,DreamCup,0
18760,RodolfoFerro,1
10568,mcollina,0
26954,carltongibson,0
26955,slashmo,0
2377,gurgelrenan,0
35149,Diego999,0
18766,steebchen,0
26963,jeroen,0
2389,jishnujayakumar,1
18775,alopezsanchez,0
35159,kwiss,0
2393,codesandtags,0
26970,dragosbulugean,0
10587,butchewing,0
2397,michalbe,0
26974,edymerchk,0
10595,daimajia,0
18803,HrWangChengdu,1
35193,gustavosantiago,0
35196,liruilong940607,1
18825,ask,0
2442,AutuanLiu,0
35212,huseinzol05,1
10637,petermartigny,1
10638,hoangduchuu,1
2447,azs06,0
27037,inamiy,0
27038,realshaunoneill,0
18850,hustcc,0
10660,philferriere,1
27044,joe-sky,0
27048,airen,0
35241,caridy,0
2475,Jacke,0
18860,harshadyeola,0
35249,jarib,0
18866,apachesep,0
2483,PW486,0
35253,ageis,0
27063,jonocarroll,1
35258,hardfist,0
18876,josh,0
10685,potato4d,0
35262,Kibos,0
27072,jlfwong,0
2500,ivobenedito,0
27082,Mostesare,0
10713,bytebook,0
27099,ShayBox,0
2526,matiasleidemer,0
35295,Splode,0
35296,hiroksarker,0
10719,mattpardee,0
27106,freekmurze,0
35305,GuoJinyu,1
10737,frogoscar,0
18931,Creativiousa,0
10740,lutfuyucel,0
27123,LingyuCoder,0
18936,strange-life,0
2552,eaglewarrior,1
18941,eyaltrabelsi,1
18945,TheLarkInn,0
18946,sdboyer,0
35331,mkhatib,0
2564,rjstyles,1
2567,perfectmak,0
18952,groovytron,0
18954,guilhermedecampo,0
2573,jeremyFreeAgent,0
18960,kaushik94,0
18969,philips,0
35357,garaud,0
10783,fyddaben,0
2596,WinjayYu,0
18983,lukaszkorecki,0
27188,meltemiatay,1
19002,iris9112,0
2621,heiybb,0
10825,ljqcava,1
27210,andreformento,0
2635,joyeecheung,0
19018,4rshdeep,1
10830,mikeal,0
10839,t0t,0
2658,duf1991,0
35426,interglobalmedia,0
27243,mrfoh,0
27244,ngryman,0
27250,hsbt,0
2679,sander,0
35448,ssanusi,0
35456,asoltys,0
35458,mannysoft,0
35462,jay3126,0
2702,pravj,0
27282,casprine,0
19093,greed2411,0
2725,hemal7735,0
27302,ashleygwilliams,0
19111,mrkkrp,0
10922,leviding,0
19114,alicaglayan,0
10926,shoheikawano,0
27312,DotNetAge,0
19125,quzhengping,0
10933,jcwleo,1
2742,syoichi,0
10937,buhe,0
2754,ShantanuKamath,1
35523,chenglou,0
19142,jacobhenke,0
10952,fecaps,0
10965,solarhell,0
2774,2dxgujun,0
19162,phpcodertop,0
27363,Justineo,0
10979,corbanb,0
35561,amishshah,0
27370,fhinkel,0
19182,chengjun,0
10996,gbprod,0
2806,gillchristian,0
2808,beaugunderson,0
11003,KrofDrakula,0
27388,lucasb-eyer,1
11019,thundergolfer,1
2834,mohi7solanki,1
2837,ruffrey,0
19222,Bunlong,0
35608,hzzly,0
11032,iAziz786,0
27418,fanweixiao,0
2844,oguzhanaslan,0
11037,mannycolon,0
27428,saschagrunert,0
2855,mayurbhangale,0
35624,ssundarraj,0
11051,sdras,0
19244,davorminchorov,0
19245,shipengqi,0
2864,YapengTian,1
2866,jsunier,0
19253,JonnyBanana,0
27447,tarvos21,0
35639,gearoidc,0
2872,badu,0
27450,donnemartin,0
27451,sventschui,0
2881,pod4g,0
19266,dilannery,0
11081,dann95,0
35660,danijar,0
19278,Aurora-J,1
27472,jonluca,0
27477,hkongm,0
11094,morganfeeney,0
2901,A-Tokyo,0
35674,KailinLi,1
2907,terryum,1
11098,RaoHaocheng,1
2915,supertinou,0
11124,shaodahong,0
35708,kdn251,1
19324,desmond1121,0
11135,Zhouzi,0
27527,PymZoR,0
35721,qzminski,0
11149,ControlledChaos,0
19347,cogmission,1
19358,jonnydubowsky,0
27551,superhawk610,0
11178,nnUyi,1
35757,andfoy,1
11189,mappmechanic,0
19381,thecreazy,0
35767,mayeenulislam,0
19384,jenssegers,0
27578,carlosbuenosvinos,0
27580,lilyball,0
35773,addyosmani,0
19393,GantMan,0
19396,JsonChao,1
27589,mkhairi,0
19402,jcarrharris,0
11211,kgwmath,1
3027,labtocat,0
11225,ice1000,1
35805,anthonylauzon,1
27615,suhuaguo,0
27624,AhmadKabakibi,0
11242,minimaxir,0
35822,seongjoojin,0
3056,buley,0
35834,dahabit,0
27651,EmilHvitfeldt,0
35844,phonnz,0
11271,ParinVachhani,0
11273,Hendrixer,0
3082,YYCoder,0
3081,ebrugulec,0
11279,RubyLouvre,0
35865,rohts-patil,0
35867,BuptStEve,0
27682,mh4x0f,0
3106,pedroandrade,0
35876,stormzhang,0
27684,MarkFChavez,0
3113,rmfranciacastillo,0
11317,mission802,0
11319,Villanuevand,0
19513,Dickens-odera,0
3131,jbranchaud,0
35902,FalkoJoseph,0
3135,gdequeiroz,1
35911,michelle,0
11335,Masum-Osman,0
19533,chenjiahan,0
19534,HuaizhengZhang,1
3153,sorrycc,0
19537,fozero,0
11349,rrreeeyyy,0
3157,hegdeashwin,0
35932,LordRahl90,0
3165,nandoquintana,0
27745,DianQK,0
3177,Hyra,0
11370,dilippuri,1
3180,maltrics,0
3182,thiagosf,0
11380,alexweber,0
35959,simonburns,0
35971,liekkas,0
27793,KeKe-Li,0
27803,nfultz,0
3236,marcoroganovic,0
11430,noudadrichem,0
36008,bendrucker,0
27817,sergwx,1
19625,MopTym,0
19633,mappum,0
3255,koenpunt,0
19642,amitkaps,0
19645,rootsongjc,0
3263,NigelEarle,0
27839,shanmdphd,1
27843,idf,0
27852,kryptt,1
19663,thekevinscott,0
27860,azl397985856,0
19675,arthuralvim,0
11497,19majkel94,0
19690,pyguerder,0
36081,justin808,0
11510,samvasko,0
19709,joshwnj,0
19712,sospedra,0
3335,intltechventures,0
27913,chiyodad,0
19722,alexzerah,0
11534,bcoe,0
11536,JiamingSuen,0
3345,sayyidsh,0
19731,Hydraz320,0
19732,bcomnes,0
3351,C-isCoder,0
11544,MiteshShah,0
19737,joaoeffting,0
19738,ryanxchen,0
27929,nightink,0
27932,dustinleblanc,0
27933,memoiry,1
3358,ISKU,0
19746,olivertappin,0
27939,royJang,0
3363,eccstartup,1
36130,tedyoung,0
36135,eko,0
36136,GhitaB,0
19754,ssaunier,0
19756,aa6my,0
3374,tianweidut,1
36142,oscarcpozas,0
27955,davidjsalazarmoreno,0
11573,soffes,0
27959,danmayer,1
19769,Prajjwal,0
19772,carloslfu,0
11588,guisouza,0
11597,lucaswerner90,0
27983,JimmyLv,0
3416,nacyot,0
3417,diogomachado,0
36191,JoeStanton,0
28005,jinfagang,0
28006,mistrydarshan99,1
3429,robert-cronin,1
36200,ahmedmaazin,0
28008,andschwa,0
3438,rezafaizarahman,0
28014,bitemyapp,0
11637,shrekshrek,0
19840,akyoto,0
36224,alexis-jacq,1
19841,noahehall,0
28032,radamanthus,0
36231,faisalman,0
11655,phoomparin,0
3466,Dovyski,0
3469,mrdream24,0
3470,adambutler,0
36239,meltingice,0
19858,mattjj,0
28053,anqurvanillapy,0
36252,dewski,0
28062,fazlulkarimweb,0
11680,dzhlobo,0
11684,timhartmann,0
3492,AlexeyBuryanov,0
19880,madhur-tandon,1
19887,drudge,0
3508,MakChan,0
3510,ajdavis,0
3515,nsisodiya,0
19899,kgn,0
11710,layumi,0
36289,Trinea,0
28098,jeannotes,1
28097,shamasis,0
11723,ibbatta,0
28109,brino,0
28118,felipefialho,0
3546,ceejbot,0
36318,pedrotcaraujo,0
3554,thibmaek,0
36323,reverland,0
28132,hongaar,0
3561,marcelmaatkamp,0
19946,stebennett,0
11761,imroc,1
3572,savalazic,0
19962,Monte9,0
19970,rohitgupta1694,0
28169,syshlang,0
36365,Shipu,0
3604,angeliski,0
36382,prateekiiest,1
11812,mremond,0
28197,Michael3444,1
20009,neerajdotname,0
3637,s4kibs4mi,0
28216,timmytune,0
20024,puffnfresh,0
28217,jonschlinkert,0
11838,Judrummer,1
36420,jfilter,0
36424,ablunier,0
3664,rhsimplex,1
20049,Anthonymcqueen21,0
36433,herrbischoff,0
28245,MorrisonCole,0
20053,temilaj,0
